Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
Santiago                 ,B03,6541192                        ,BOTELLA TINTA HP GT52  YELL 8.000 PÁG.,10,6982,6728,STOCK,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6541899                        ,BOTELLA EPSON T504120 BLACK 7.500 PAG.127ML,5,6851,6517,STOCK,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6541978                        ,TONER XEROX 106R02754 YELLOW 7.500 PÁG.,1,146211,149135.22,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6542475                        ,PENDRIVE MAXELL SIL 16GB NEGRO/PURPLE C/TAPA,79,2250,5990,STOCK,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6661535                        ,PLASTICINA FABER CASTELL JUMBO 12 COLORES,23,1347,1347.06,STOCK,LIBRERÍA                                
Santiago                 ,B03,6800005                        ,ETIQUETA AVERY LASER P/CD BLANCA 11.7 20HJ,1,4684,0,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,7265500                        ,PILA DURACELL C BLISTER 2UN,3,2672,2672,STOCK,FERRETERÍA                              
Santiago                 ,B03,7273285                        ,RPTO MOPA AVION VIRUTEX 90CM,11,5709,5709,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7275030                        ,GUANTE SCOTCH BRITE MULTIUSO T-S,15,1302,1686,DE SALIDA,ASEO                                    
Santiago                 ,B03,7275093                        ,RPTO MOPA VIRUTEX ALGODON REDONDA CLASICA,8,62751,2615,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7275200                        ,LENTE 3M FUEL GRIS MARCO NEGRO 11654,27,9383.91,0,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7275406                        ,ESCALERA ABUS TABURETE 4396,3,16584,16100,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7276006                        ,OVEROL POPLIN / REFLECTANTE AZUL T/S,4,3550,0,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7276975                        ,LANA FINA P/OLLA VIRUTEX MEDIANA,266,276,286,DE SALIDA,ASEO                                    
Santiago                 ,B03,7290129                        ,LENTE 3M VIRTUA CCS TRANSPARENTE,8,5186.3,7127,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7290424                        ,LENTE STEELPRO NEXIS CLARO,5,1600,1600,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7290491                        ,PILA DURACELL AUDITIVA 13 BLISTER 6UN,19,1604,1604,STOCK,FERRETERÍA                              
Santiago                 ,B03,7290517                        ,CUERDA CÁÑAMO YUTE 20MTS 6MM CORDEL SISAL PAC,3,6294,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7770401                        ,MARCADOR ISOFIT PERMANENTE PTA REDONDA NEGRO,59,224,224,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7772314                        ,TRANSPORTADOR PROARTE 180º 10CM HUMO,28,134,134,STOCK,LIBRERÍA                                
Santiago                 ,B03,7775503                        ,CARPETA PROARTE GOMA EVA  6 COLORES 6 UNID,48,815,815,STOCK,LIBRERÍA                                
Santiago                 ,B03,7778349                        ,"TIJERA PROARTE ESCOLAR BL P/ZURDO 6"" 14CM",43,534,534,STOCK,LIBRERÍA                                
Santiago                 ,B03,8250016                        ,"CORCHETE SWINGLINE OPTIMA 3/8"" 2500UN",2,2179,2332,STOCK,LIBRERÍA                                
Santiago                 ,B03,8253266                        ,MOUSE KENSINGTON PROFIT ALAMBRICO NEGR K72355,10,6239,6239,QUIEBRE-C,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,8600120                        ,JALEA CARICIA FRUTILLA 1KG,4,3100,3897,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8600198                        ,BROWNIE CHOCOLATE NUTRABIEN 62GR,84,488,488,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8600967                        ,QUEQUE NUTRABIEN MARMOL 70GR,11,420,420,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8601044                        ,PALMITO CONSERVA WASIL ENTERO 800GR,67,2674.38,2737,DESCONTINU,ALIMENTOS                               
Santiago                 ,B03,8601479                        ,NECTAR LIVEAN MANZANA 200CC,959,187,180,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601712                        ,PAPAS FRITAS KRYZPO ORIGINAL 37GR,122,429,429,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601886                        ,GALLETA COSTA FRAC VAINILLA 110GR,28,341,335,STOCK,ALIMENTOS                               
Santiago                 ,B03,8250110                        ,ARCH WILSON 385 CARTA 3ANILLOX1 BLANCO,4,1890,1890,STOCK,LIBRERÍA                                
Santiago                 ,B03,8251216                        ,MALETIN KENSINGTON P/NOTEBOOK CONTOUR CUERO,1,62000,62000,DE SALIDA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,8253012                        ,ARCH WILSON 385 CARTA 3ANILLOX3,8,3360,3360,STOCK,LIBRERÍA                                
Santiago                 ,B03,8256647                        ,CINTA ROTULADORA DYMO 12X4MM PLAST AMARILLA,2,2423,3060,STOCK,LIBRERÍA                                
Santiago                 ,B03,8600051                        ,NESCAFE NESTLE 1.8GR 180UN SACHET,7,14918,14918,STOCK,ALIMENTOS                               
Santiago                 ,B03,8600142                        ,PALMITOS ENTEROS DEYCO 800GR,7,2991,2991,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8600234                        ,CAFÉ HAITI SUPER MOKA 3 GRANO 250GR,9,3148,4710,STOCK,ALIMENTOS                               
Santiago                 ,B03,8600680                        ,ESPARRAGOS VERDES DEYCO 425 GR,10,1453,1453,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8600684                        ,PALMITOS RODAJAS DEYCO 800 GR,6,2031,2031,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601022                        ,OBLEA BAÑADA SUPER 8 BARRA 29GR,72,207,219,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8601151                        ,CAFÉ GOLD DESCAFEINADO TARRO 100GR,13,2123,4069,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601488                        ,JUGO LIVEAN MANGO 7GR,31,132,132,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601516                        ,BEBIDA SPRITE ZERO 1.5LT,14,1347,1347,STOCK,ALIMENTOS                               
Santiago                 ,B03,8601696                        ,SAL VENUS 1KG,6,253.745,267.1,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601737                        ,CAFE GOLD CAPSULA ESP. RISTRETTO CAJA 10UN,1,2994,3144,DESCONTINU,ALIMENTOS                               
Santiago                 ,B03,8602127                        ,GALLETA MACKAY MINI VINO 35GR,20,186,186,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8602129                        ,BEBIDA SPRITE 350CC,18,541,541,STOCK,ALIMENTOS                               
Santiago                 ,B03,8602131                        ,BEBIDA FANTA 350CC,21,503,541,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603040                        ,AGUA MINERAL VITAL 1.6LT C/GAS,18,703,703,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603867                        ,ENDULZANTE DAILY SUCRALOSA LIQUIDO 400ML,43,2158,2158,STOCK,ALIMENTOS                               
Santiago                 ,B03,8604220                        ,AGUA AQUARIUS UVA 500ML,13,514,514,STOCK,ALIMENTOS                               
Santiago                 ,B03,8604385                        ,ENDULZANTE DAILY STEVIA LIQUIDO 270ML,90,2178,2178,STOCK,ALIMENTOS                               
Santiago                 ,B03,8604655                        ,NECTAR ANDINA DURAZNO 1.5LT,1,1084,1084,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8604754                        ,CAFE INSTANTANEO GOLD 170GR TARRO,5,2546,4207,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8605548                        ,NECTAR ANDINA NARANJA 1.5LT,18,1084,1084,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,9991747                        ,CAJA MULTIUSO WENCO 28 LITROS,8,4582,4582,BLOQUEO-C,FERRETERÍA                              
P. Montt                 ,B1  ,1103246                        ,PILA ENERGIZER A23,5,179,0,DE SALIDA,FERRETERÍA                              
P. Montt                 ,B1  ,1300285                        ,BOLSA BASURA VTX PRO TRANSPARENTE 50X70 10UN,6,619,758,STOCK,ASEO                                    
P. Montt                 ,B1  ,1300874                        ,INSECTICIDA KILLER TODO INSECTO 560CC,137,1939,1962,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301232                        ,GUANTE MULTIUSO VIRUTEX AMARILLO TALLA M,3,717,717,DESCONTINU,ASEO                                    
P. Montt                 ,B1  ,1301312                        ,ESCOBILLON VIRUTEX TRADICIONAL BASICO,95,1165.9166,1358,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301417                        ,TOALLA DE PAPEL TORK UNIVERSAL D/H 24M 2UN,41,1412,1412,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301422                        ,GUANTE AMARILLO VIRUTEX CONVENIENTE TALLA M,82,799,799,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301426                        ,GUANTE IMPEKE MULTIUSO TALLA S,118,851.5315,510,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301436                        ,LIMPIADOR DE PISO IMPEKE LAVANDA 900ML,10,595,595,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301454                        ,PAPEL HIGIENICO TECNOROLL H/S 500M 4UN,14,6700,6700,STOCK,ASEO                                    
Santiago                 ,B03,3813935                        ,CORCHETE REXEL 23/24 1000UN,10,2289,2449,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3813966                        ,ESPIRAL DIAZOL 45MM NEGRO 10UN,5,4150,4150,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813972                        ,SILICONA EN BARRA TORRE TRANSP. 7MM 10UN,2,1007,1110,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3813981                        ,LIBRO ACTAS ORGAREX COMPOSICION OFICIO 100HJ,24,3500,3500,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814048                        ,REGLA TORRE METALICA 60CM,53,1816,1815,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814434                        ,GREDA JM BOLSA 1KG,27,658,658,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814621                        ,PAPEL FOTOGRAFICO DIAZOL OFICIO MATE ADH 190G,22,2290,2290,STOCK,PAPELES OFICINA                         
Santiago                 ,B03,3814725                        ,PAPEL CREPE PROARTE 50X200CM 10UN VERDE OSCUR,13,1430,1430,QUIEBRE-C,LIBRERÍA                                
Santiago                 ,B03,3814767                        ,ADORNO FIESTAMANIA TRICOLOR REDONDO 40CM,2,384,325,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814831                        ,CAJA 375X280X325MM CAFE SIN IMPRESION,150,670,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814846                        ,DESTACADOR DOM TB AMARILLO,487,340,340,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814851                        ,MARCADOR DOM PERMANENTE PUNTA BISELADA AZUL,190,250,250,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814981                        ,PINCEL SELLOFFICE REDONDO N°7,2,119,128,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3815295                        ,ARCHIVADOR TORRE VINILICO AZUL  OFICIO 2A,2,2270,2270,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,4001525                        ,(LAMINA CORCHO 20X30CM ALINSA),8,597,0,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,4101000                        ,OPALINA LISA DIAZOL OFICIO 225GR BLANCA,12,78.5,78.5,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,4502533                        ,ETIQUETA ADETEC FLUORESCENTE AMARILLA 35X70MM,10,618,618,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,4565945                        ,CERA CREMA BRILLINA 480CC,19,1258,1448,DE SALIDA,ASEO                                    
Santiago                 ,B03,5001178                        ,CINTA 3M 665 12X20 MTS DOBLE FAZ,15,2266,3218,BLOQUEO-L,LIBRERÍA                                
Santiago                 ,B03,5350013                        ,CUADERNO CALIGRAFIX SCRIPT 3º BASICO,22,2768,2768,A PEDIDO,EDUCACIÓN                               
Santiago                 ,B03,5503425                        ,PASTA MODELAR ACRILEX BLANCA 250GR,5,2437,0,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,6001040                        ,CORCHETERA MAPED VIVO 24/6,22,894.25,894,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6008037                        ,PAPEL LUSTRE ARTEL SIENA 53X75CM,13,119,212,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6008113                        ,TEMPERA ARTEL 500ML BLANCO,16,1744,1744,STOCK,LIBRERÍA                                
Santiago                 ,B03,6500712                        ,TONER OKIDATA 43381904 5500/5800,1,23613,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501174                        ,CINTA EPSON ERC-32,4,2605,0,SOLO SALA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501401                        ,TONER CANON NP-1010/1020  2 UNIDADES,12,12370,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501929                        ,TONER OKIDATA 43381901 AMARILLO (S5500/5800,1,52393,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6503964                        ,CINTA BROTHER TZ-111,1,6400,6528,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6506651                        ,TONER HP N°124A Q6002A YELLOW  2.000PAG,7,36423,36423,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6540251                        ,BOLSO CAMARA CASE LOGIC REFLEX DCB-306,8,13288,0,DE SALIDA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6540335                        ,PARLANTE  PROSOUND BAZZOKA KARAOKE -BLUETOOTH,1,15900,0,SOLO SALA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6540644                        ,CARTRIDGE EPSON T694200 CYAN 700 ML.,1,170217,173621.34,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6540994                        ,PARLANTE GENIUS  SW 2.1 375,2,12510,0,SOLO SALA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6541033                        ,CARTRIDGE HP N°974A L0R87AL CYAN 3.000 PÁG.,1,46488,50262,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6542141                        ,BOTELLA EPSON T544320 MAGENTA 7.500 PAG. 65ML,25,6173,5865,STOCK,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6542463                        ,"CABLE KENSIGTON SEG. NANOSAVER K6444WW 1,8M",2,24574,1509,DE SALIDA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6663216                        ,LAPIZ GRAFITO FABER ECO REDONDO 1205 Nº2 HB,348,139.25,139.25,STOCK,LIBRERÍA                                
Santiago                 ,B03,6663517                        ,LAPIZ GRAFITO GOLDFABER 4B,9,479.41,479.41,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6664205                        ,GOMA BORRAR FABER CASTELL 7085-30 MEDIANA,55,465,464.71,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6664211                        ,MINA FABER 0.7 HB,80,353,352.94,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6803175                        ,SEPARADOR AVERY CARTA BLANCO 1-10,3,2153,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6805043                        ,ETIQUETA AVERY 34X102 25HJS,17,9450,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,6901018                        ,CORDEL PLASTICO EN OVILLO 80GR,2,10924,0,F MAESTRA,LIBRERÍA                                
Santiago                 ,B03,70091135                       ,CINTA EMBALAJE CON LOGO,514,624,624,BLOQUEO-C,LIBRERÍA                                
Santiago                 ,B03,7273286                        ,MOPA AVION VIRUTEX 90 CM,6,12739,12739,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7274068                        ,ALUSA PAPEL FILM PLASTICO PVC 380MM/1400,1,16949.12,31095.15,DE SALIDA,ASEO                                    
Santiago                 ,B03,7274350                        ,GUANTE SEGURIDAD NITRILO VERDE T-8,22,550,550,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7274622                        ,AMPOLLETA PHILIPS BLANCA 60 W,90,163,163,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7275167                        ,NÉCTAR WATTS DURAZNO 200CC,13,202,202,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,7275169                        ,TOALLA DE PAPEL TORK H/S 250M 2UN,16,9580,9580,STOCK,ASEO                                    
Santiago                 ,B03,7275182                        ,MESA WENCO  PLASTICA REDONDA BLANCA,20,13921,13921,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7275783                        ,"FILM SELLOCINTA ROLLO 20MIC 1,7K CONO 2"" 50CM",72,3048,3048,BLOQUEO-C,FERRETERÍA                              
Santiago                 ,B03,7275869                        ,(VIRUTEX ESPONJA FIBRA CLASICA),2,292,292,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7276081                        ,PARTIDOR DARTEL PHILIPS 4-65W,30,178,178,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7278082                        ,VIRUTEX GUANTE GRANDE L CLASICA,122,942,1284,QUIEBRE-L,ASEO                                    
Santiago                 ,B03,7280033                        ,"CINTA SELLOCINTA REFLE.RO/BL DOTC2 48MMX45,7",1,40706,49751,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7290143                        ,CANDADO ODIS WATERPROOF 49MM COMBI,3,7026,7557,DE SALIDA,ASEO                                    
Santiago                 ,B03,7290175                        ,CANDADO ODIS 150 50MM,17,8432,8432,DE SALIDA,ASEO                                    
Santiago                 ,B03,7290243                        ,CINTA SELLOCINTA ANTIDESLIZ. NEGRO 50MM X 5M,6,4484,5592,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7770246                        ,CORCHETERA ISOFIT CP-30 PLASTICA NEGRA P/25HJ,67,1740,1740,STOCK,LIBRERÍA                                
Santiago                 ,B03,7770562                        ,TIMBRE TRODAT 4912 47X18MM NEGRO ECO,30,4125,4125,STOCK,LIBRERÍA                                
Santiago                 ,B03,7770738                        ,DESTACADOR ISOFIT TB VERDE,6,393,393,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7770906                        ,SACAPUNTA PROARTE SIMPLE PLASTICO C/DEP ELIPS,49,174,174,STOCK,LIBRERÍA                                
Santiago                 ,B03,7771433                        ,AGENDA ISOFIT EJECUTIVA CLASICA DXP NEGRO,16,3383,4602,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7772326                        ,CUCHILLO CARTONERO ISOFIT Nº90 NEG/ROJ GRANDE,37,1643,1643,STOCK,LIBRERÍA                                
Santiago                 ,B03,7773321                        ,FORRO AUTOADHESIVO PROARTE TRANSP 33X1.50,112,555,555,STOCK,LIBRERÍA                                
Santiago                 ,B03,8600205                        ,PAPAS FRITAS KRIZPO ORIGINAL 130GR,6,1164,1164,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8600422                        ,FIDEO CAROZZI CARACOL 55 400 GR,10,510,485,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8600752                        ,FLAN DAILY VAINILLA STEVIA 20 GR,1,338,338,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8600761                        ,ENDULZANTE DAILY SUCRALOSA LIQUIDO 180ML,35,1118,1118,STOCK,ALIMENTOS                               
Santiago                 ,B03,8601841                        ,POROTO BLANCO BONANZA 1KG,1,2344.5,2300,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,3504786                        ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND VERDE,36,541,727,STOCK,LIBRERÍA                                
Santiago                 ,B03,3504787                        ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND ROJO,51,727,727,STOCK,LIBRERÍA                                
Santiago                 ,B03,3600100                        ,(LIBRO EDU 308 PARVULARIA TECNICO-PEDAGÓGICO),4,17647.0588,17647.06,DE SALIDA,EDUCACIÓN                               
Santiago                 ,B03,3800918                        ,SCOTCH HAND CRISTAL 18X30MT,18,94,94.32,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3802516                        ,PAPEL LUSTRE HAND 16X16 24 COLOR,4,347.76,398.16,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3804215                        ,RAFIA OVILLO 250GR,3,1765,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3804669                        ,ATRIL P/MONITOR FELLOWES COPYHOLDER,6,13680,18290,DESCONTINU,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,3804672                        ,"SOPORTE P/LAPTOP FELLOWES PLEGABLE 15.4""",6,14740,22310,SOLO SALA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,3806733                        ,MARCO  DURABLE MAGNÉTICO A4 5 UND NEGRO,2,11950,17400,STOCK,LIBRERÍA                                
Santiago                 ,B03,3808555                        ,DISCO RAPID PERFORADOR HDC150 10UN,12,3597.12,3597.12,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3809255                        ,PAPEL SPECTRA DIAZOL OFICIO GRIS 500HJS,3,9900,8248,STOCK,PAPELES OFICINA                         
Santiago                 ,B03,3810604                        ,MARCO AUTOADHESIVO DURABLE A3 MAG. ROJO 2UND,2,12850,20600,STOCK,LIBRERÍA                                
Santiago                 ,B03,3811563                        ,BUZO MITRE LIVERPOOL AZULINO/AZUL M T.S,2,22241,0,DESCONTINU,DIDÁCTICOS                              
Santiago                 ,B03,3811723                        ,PIZARRA BISILQUE CUADRICULADA 240X120,1,130600,130600,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813147                        ,CARPETA COLGANTE TORRE AMARILLO B/METAL,39,590,590,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813178                        ,"CARTON PIEDRA TORRE 1,5MM 55X77CM N°16",53,657,705,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813191                        ,"APRETADOR SELLOFFICE 50MM 2.0"" CJ 12UND",43,1142,1142,BLOQUEO-C,LIBRERÍA                                
Santiago                 ,B03,3813205                        ,FUNDA SELLOFFICE CARTA BORDE BLANCO PQ 100UND,201,1484,1484,BLOQUEO-C,LIBRERÍA                                
Santiago                 ,B03,3813498                        ,"NOTA ADHESIVA TORRE 5,1X3,8CM COL/NEON 3UN",31,965,742,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813551                        ,MARCADOR OLEO ISOFIT BLANCO,157,1245,1237,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813561                        ,MARCADOR OLEO ISOFIT PLATEADO,16,1221,1221,QUIEBRE-C,LIBRERÍA                                
Santiago                 ,B03,3813589                        ,CARP PLASTIFICADA CI S/GUSANO VERDE OSCURO,250,227,227,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813631                        ,PINCEL TORRE PLANO N°10,125,180,180,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813645                        ,PINCEL TORRE REDONDO N°6,89,185,185,STOCK,LIBRERÍA                                
Santiago                 ,B03,3813658                        ,"TIJERA COLON ESCOLAR 13CM 5""",244,270,270,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,3813761                        ,ANOTADOR C/APRETADOR TORRE VINIL SIMPLE OFIC,73,1530,1530,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3813896                        ,(CARPETA TORRE GOMA EVA PASTEL ADH. 20X30 6PL),3,1520,1520,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3813946                        ,CORRECTOR TORRE 2EN1 10ML,50,385,385,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,3813996                        ,CUADERNO BUHO INDICE 1/2OF. COMPOSICION 96HJ,10,3666.9,3595,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814421                        ,CALCULADORA ISOFIT ESCRITORIO 12DIG,56,2188,2188,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814857                        ,MARCADOR DOM PERMANENTE PUNTA REDONDA ROJO,251,250,250,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814858                        ,MARCADOR DOM PIZARRA PUNTA REDONDA AZUL,1036,290,290,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814883                        ,GREDA TORRE 1 KG,2,550,550,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814886                        ,PINCEL TORRE MIXTOS PLANO-REDONDO SET 6UN,1,940,940,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814950                        ,BANDERITA TORRE POP UP 2 COLORES 40HJ,2,663,665,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3814574                        ,TIRALINEA JM 0.5 NEGRO,95,315,315,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814809                        ,PERFORADOR COLON P-9 METAL NEGRO 40HJ,5,4150,4150,STOCK,LIBRERÍA                                
Santiago                 ,B03,3814860                        ,MARCADOR DOM PIZARRA PUNTA REDONDA ROJO,996,290,290,STOCK,LIBRERÍA                                
Santiago                 ,B03,3815166                        ,FUNDA SELLOFFICE OFICIO BORDE BLANCO PQ 10UN,237,275,275,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,4502674                        ,ETIQUETA ADETEC INK-JET BLANCA 106X70MM 25HJ,63,2291,2291,STOCK,LIBRERÍA                                
Santiago                 ,B03,4502902                        ,ETIQUETA ADETEC INK-JET BLANCA 53X70MM 25HJ,12,2128,2291,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,4560028                        ,LAVALOZA LIQUIDO QUIX 750ML,84,1300,1300,STOCK,ASEO                                    
Santiago                 ,B03,5350008                        ,CUADERNO CALIGRAFIX 2 KINDER LOGICA/NUMEROS,2,4617,4617,A PEDIDO,EDUCACIÓN                               
Santiago                 ,B03,6002040                        ,CARP ARTEL CARTULINA MICROCORRUGADA 6COL,7,658,913,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,6100008                        ,PIZARRA BISILQUE 45X60 MAGNETICA,1,15200,15200,STOCK,LIBRERÍA                                
Santiago                 ,B03,6500455                        ,TONER RICOH MPC2551/2551/LD625C CYAN 9.500,1,93719,95593.38,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6500493                        ,TONER SAMSUNG CLT-M406S MAGENTA 1.000 PÁG.,1,26678,27211.56,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6500494                        ,TONER SAMSUNG CLT-C406S CYAN 1.000 PÁG.,2,25681,26194.62,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6500733                        ,TAMBOR OKIDATA DRUM 41962804 NEGRO C7300,1,68104,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501055                        ,CINTA OKIDATA 520/521,11,6474,7834.62,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501684                        ,TONER HP N°653A CF322A YELLOW  16.500PAG,1,192911,192911,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501904                        ,CINTA ROTULADORA BROTHER  TZE -421,3,7947,8105.94,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6501919                        ,TONER OKIDATA B4100/B4200/B4300,1,12142,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6502023                        ,TONER  XEROX 109R00748 NEGRO 3.000 PÁG.,2,34629,35321.58,DE SALIDA,SUMINISTROS COMPUTACIONALES             
