Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
Santiago                 ,B03,1002902                        ,ETIQUETA ADETEC INK-JET BLANCA 70X35MM 50HJ,20,3304,4544,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300021                        ,(LUSTRAMUEBLE AEROSOL VIRGINIA LAVANDA 360CC),151,1682,1682,STOCK,ASEO                                    
Santiago                 ,B03,1300060                        ,CERA CREMA BRILLINA D/P AMARILLA 340CC,45,1066,1129,STOCK,ASEO                                    
Santiago                 ,B03,1300182                        ,TRAPERO VIRUTEX MICROFIBRA ABRASIVO-CREATIVA,7,2337,2652,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300273                        ,EMULSIONADO SIMONDS HIPOALERGÉNICO  650 ML,84,2288,2679,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300343                        ,EMULSIONADO BELLEKISS 610ML,152,1159.1,1680,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300413                        ,ABRILLANTADOR VIRGINIA P.FLOTANTES LAVANDA 5L,5,10795,11260,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300617                        ,BOLSA BASURA VIRUTEX ROJA 70X90 10UN,3,669.72,905,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300619                        ,BOLSA BASURA VIRUTEX 80X110 AMARILLAX10,218,1024,1378,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300805                        ,JABON GLICERINA SIMONDS LIQ CEL HIPOALE 750ML,1,1567,1683,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300878                        ,INSECTICIDA KILLER MOSQUITOS Y ZANCUDOS 560CC,143,1962,1962,STOCK,ASEO                                    
Santiago                 ,B03,1300961                        ,PAPEL HIGIENICO TECNOPAPEL D/H 250M 6UN,6,10500,10500,STOCK,ASEO                                    
Santiago                 ,B03,1301032                        ,RESPUESTO LUSTER MOPA SECA 90CMS,26,2368,0,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301177                        ,LIMPIADOR PISOS TREMEX ORGANIC LAVANDA 900ML,7,951,951,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301371                        ,CLORO GEL DOÑA FRESIA LIMON 5LT,13,1851,1851,STOCK,ASEO                                    
Santiago                 ,B03,1301445                        ,PAPEL HIGIENICO CONFORT D/H 30M 4UN,22,967,967,STOCK,ASEO                                    
Santiago                 ,B03,1301547                        ,DESODORANTE AMB GLADE TOQUE CAMPO APARAT,15,2826,2826,DESCONTINU,ASEO                                    
Santiago                 ,B03,1301571                        ,HOJA DE AFEITAR DOBLE FILO 10UN,5,3773.1,0,DE SALIDA,ASEO                                    
Santiago                 ,B03,1800387                        ,ESPIRAL DIAZOL 23MM NEGRO DOM,100,111.8,111.8,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1802533                        ,MICA LISA DIAZOL A-4 200MIC NATURAL 100UN,99,7068,70.68,STOCK,LIBRERÍA                                
Santiago                 ,B03,2000019                        ,SEPARADOR RHEIN OFICIO 6POS VINILICO,133,1097,1096.8,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2000133                        ,LIBRETA RHEIN INDICE TELEFONICO ESPIRAL,2,1243,1736.8,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2006422                        ,SILICONA LIQUIDA TORRE 100ML,12,875,875,STOCK,LIBRERÍA                                
Santiago                 ,B03,2220330                        ,ARCH TORRE TOP OFICIO ANCHO NEGRO 518HR,9,2585,2585,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223169                        ,VARILLA CHENILLE SURTIDO TORRE IDEAS,10,735,735,SOLO SALA,DIDÁCTICOS                              
Santiago                 ,B03,2241541                        ,ADHESIVO INSTANTANEO 2ML,20,175,0,F MAESTRA,LIBRERÍA                                
Santiago                 ,B03,2615784                        ,PAPEL HIGIENICO ELITE HABITACION D/H 20M 16UN,4,2767,2733,STOCK,ASEO                                    
Santiago                 ,B03,3001546                        ,GRAPAS GALVANIZADAS RAPID 53/6 1080UN,3,682,1234.08,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3002541                        ,CUCHILLO OLFA SVR-1 RETRACTIL SILVER BLISTER,2,5577,5577,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3003990                        ,LA.ROLLER PILOT SUPER GEL 0.7 NEGRO,21,574,574,STOCK,LIBRERÍA                                
Santiago                 ,B03,3005162                        ,LA.BO.PILOT FRIXION BALL 0.7 BORRABLE NEGRO,20,1682,1682,STOCK,LIBRERÍA                                
Santiago                 ,B03,3005361                        ,CORCHETE BOSTITCH SB35 13/16 23/20 1000UN,66,2430,2600,STOCK,LIBRERÍA                                
Santiago                 ,B03,3006927                        ,MARCADOR PILOT PERMANENTE BISELADO VERDE,11,747,747,STOCK,LIBRERÍA                                
Santiago                 ,B03,3102563                        ,ESPIRAL OFFILINE 45MM AZUL,20,189,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3500604                        ,TINTA ARTLINE MARCADOR PERMANENTE NEGRO 20CC,48,1121,1121,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,0600011                        ,PAPEL FOTOGRAFICO ADETEC CARTA 20HJ 170GR BR,14,4032,3768,F MAESTRA,PAPELES OFICINA                         
Santiago                 ,B03,1110074                        ,PEGAMENTO HENKEL BARRA STICK 20 GR.,128,700,700,STOCK,LIBRERÍA                                
Santiago                 ,B03,1110220                        ,PEG HENKEL COLA FRIA 110GR LAVABLE,8,623,693,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300091                        ,GUANTE MULTIUSO VIRUTEX AMARILLO T.M,57,1637,1637,QUIEBRE-L,ASEO                                    
Santiago                 ,B03,1300207                        ,(GUANTES DE NITRILO AZUL TALLA L 100 UN),3,5975,4870.8,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300218                        ,TOALLA DE PAPEL SCOTT JUMBO H/S 350M 6UN,3,54382.44,69325,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300641                        ,BOLSA BASURA VTX PRO BIOROLLO 50X55 20U,35,428,428,QUIEBRE-L,ASEO                                    
Santiago                 ,B03,1300658                        ,MAMADERA SIMONDS VIDRIO 120 ML,53,2745,4500,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300788                        ,ESPONJA ACANALADA VIRUTEX GRANDE,40,430,344,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300899                        ,PEINETA BEAUTY LARGA,189,470,470,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300920                        ,ALCOHOL GEL RAYTAN 340 ML,16,1219,1104,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301045                        ,JABON LIQUIDO TREMEX GLICERINA LAVANDA 5LT,25,4359,4359,STOCK,ASEO                                    
Santiago                 ,B03,1301074                        ,DETERGENTE ROPA LIQUIDA TREMEX 5 LTS,5,5084,5084,STOCK,ASEO                                    
Santiago                 ,B03,1301198                        ,SERVILLETA DESECHABLE REGIO 24X24 200UN,48,707,707,STOCK,ASEO                                    
Santiago                 ,B03,1301282                        ,BOLSA BASURA VTX PRO BIOROLLO 100X120 5U,18,1857,1857,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301311                        ,JABÓN LÍQUIDO TREMEX GHYGIENIC TRICLOSAN 5 LT,12,7199,7199,STOCK,ASEO                                    
Santiago                 ,B03,1301345                        ,DETERGENTE DOÑA FRESIA CONVENIENTE VERDE 5LT,12,1900,1900,STOCK,ASEO                                    
Santiago                 ,B03,1301397                        ,"BOLSA PREPICADA VANNI ROLLO 25MIC 60X50 4,5KG",1,11309,3025,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301451                        ,TRAPEROS PISO FLOT LAVAN VIRGINIA C/OJAL 10UN,34,1430,1430,STOCK,ASEO                                    
Santiago                 ,B03,1301453                        ,PAPEL HIGIENICO TECNOROLL D/H 250M 6UN,2,10700,10700,STOCK,ASEO                                    
Santiago                 ,B03,1301458                        ,DESODORANTE LIQUIDO AROM VAINILLA 5000ML,1,9079,9302,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301691                        ,SABANILLA TORK UNIVERSAL H/S 48MT 2UN,3,4419,4419,A PEDIDO,ASEO                                    
Santiago                 ,B03,1306145                        ,ABRILLANTADOR VIRGINIA PISO FLOTANTE 900ML,17,2437,2437,STOCK,ASEO                                    
Santiago                 ,B03,1801003                        ,PAPEL FOTOGRAFICO DIAZOL CARTA 200GR. 20HJ,8,1590,159,STOCK,PAPELES OFICINA                         
Santiago                 ,B03,2006421                        ,SILICONA LIQUIDA TORRE 30ML,42,386,385,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223004                        ,CARPETA TORRE GOMA EVA 6PL /6COL,34,905,905,STOCK,LIBRERÍA                                
Santiago                 ,B03,2245452                        ,ROLLO ENVOLVER 35GR 40CMX230MT,3,6499.0667,6499,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2613030                        ,PAPEL HIGIENICO ELITE JUMBO NATU H/S 500M 4UN,1,7990,7990,DESCONTINU,ASEO                                    
Santiago                 ,B03,3000181                        ,LA.ROLLER PILOT SUPER GEL 0.7 ROJO,24,574,574,STOCK,LIBRERÍA                                
Santiago                 ,B03,3003882                        ,LA.ROLLER PILOT HI-TECPOINT V7 AZUL,7,1435.6666,1436,STOCK,LIBRERÍA                                
Santiago                 ,B03,3006963                        ,LA.ROLLER PILOT G-1 0.7 AZUL,88,773.5,774,STOCK,LIBRERÍA                                
Santiago                 ,B03,3202509                        ,REPUESTO TINTA PILOT V BOARD MASTER AZUL,31,684,684,STOCK,LIBRERÍA                                
Santiago                 ,B03,3506926                        ,(MARCADOR ARTLINE 100 VERDE),16,1646,1857,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3800914                        ,GRAPADORA RAPID MARTILLO 13/4- 6MM,3,20412,24783.12,SOLO SALA,FERRETERÍA                              
Santiago                 ,B03,3801291                        ,PUSH PINS  HAND 30UN,2,274,273.6,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3804037                        ,LOMO BANGRAFICA ANCHO BLANCO,20,483,483,STOCK,LIBRERÍA                                
Santiago                 ,B03,1300019                        ,LUSTRAMUEBLE CREMA VIRGINIA TRADICIONAL 500M,95,1519,1620,STOCK,ASEO                                    
Santiago                 ,B03,1300236                        ,MAMADERA SIMONDS DE VIDRIO AUTOCLAVE 240ML UN,4,2914.86,4810,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300270                        ,ALCOHOL GEL ELITE MULTIFLEX 1L,3,4685,4685,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300420                        ,TRAPERO VIRUTEX ULTRA ABSORBENTE C/OJAL40X40,19,1202,1012,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300447                        ,DES.AMBIENTAL AROM CONO GEL FRAMBUESA 190 GR,135,956,956,QUIEBRE-L,ASEO                                    
Santiago                 ,B03,1300492                        ,BOLSA VANNI  DE PAN DE PASCUA 1 KILO,400,21,32.98,DESCONTINU,ALIMENTOS                               
Santiago                 ,B03,1301018                        ,CERA LIQUIDA VIRGINIA INCOLORA LAVANDA 400CC,1,819,837,DESCONTINU,ASEO                                    
Santiago                 ,B03,1301033                        ,CARRO LUSTER LAVANDERIA,1,33014,0,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301040                        ,TOALLA ELITE EVOLUTION AUTOCORTE H/S 250M 2UN,1,8350,8200,STOCK,ASEO                                    
Santiago                 ,B03,1301138                        ,GUANTE VIRUTEX NITRILO VERDE TALLA M,9,1546,1546,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301158                        ,DESENGRASANTE COCINA TREMEX ORGANIC 5LT,4,4319,4319,STOCK,ASEO                                    
Santiago                 ,B03,1301212                        ,LAVALOZA CONCETRADO TREMEX BICARBONATO 5LTS,6,4799,4799,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301250                        ,JABON TREMEX GLICERINA LAVANDA C/VALVULA 1LT,10,1519,1519,STOCK,ASEO                                    
Santiago                 ,B03,1301306                        ,TOALLA DE PAPEL ELITE AUTOCORTE H/S 135M 3UN,5,20750,20750,STOCK,ASEO                                    
Santiago                 ,B03,1301322                        ,TOALLA TORK INTERFOLIADA UNIVERSAL H/S 250UN,8,1636,1636,STOCK,ASEO                                    
Santiago                 ,B03,1301337                        ,"PAPELERO SANREMO REDONDO C/PEDAL 13,5 LT",1,4769,4769,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301346                        ,DETERGENTE DOÑA FRESIA CONVENIENTE PERLADO 5L,9,2800,2800,STOCK,ASEO                                    
Santiago                 ,B03,1301434                        ,PAPEL HIGIENICO TORK H/S 4 ROLLOS 50M,10,1154,1212,STOCK,ASEO                                    
Santiago                 ,B03,1301486                        ,MOPA PLANA VIRUTEX MICROFIBRA 45CM SET - CREA,4,10410,9114,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301509                        ,ESPONJA VIRUTEX INOXIDABLE CON MANGO,40,900,900,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301605                        ,LIMPIA VIDRIOS MR MUSCULO ESPUMA AEROSOL 360,48,1975,1975,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301612                        ,INSECTICIDA RAID CASA Y JARDIN 420CC,168,3293,3293,DE SALIDA,ASEO                                    
Santiago                 ,B03,1302543                        ,DISPENSADOR VIRGINIA DE JABON 1LT,3,6572,6572,STOCK,ASEO                                    
Santiago                 ,B03,1805582                        ,ANILLO PLASTICO IBICO 25MM NEGRO,80,79,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2221260                        ,CLIP TORRE 1KG PUNTA REDONDA,11,3395,3395,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223690                        ,CROQUERA TORRE CARTA  21X27 100HJ,120,2275,2275,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226237                        ,PEG TORRE COLA FRIA 225GR,30,603,605,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226255                        ,C.COLLEGE TORRE LISO CALIGRAFIA VERTICAL 100H,15,750,750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226423                        ,SILICONA LIQUIDA TORRE 250ML,3,1560,1560,STOCK,LIBRERÍA                                
Santiago                 ,B03,2228007                        ,SOBRE JORDAN 1/3 OFICIO BLANCO 80GR,1061,44.73,44.73,STOCK,LIBRERÍA                                
Santiago                 ,B03,2228085                        ,SOBRE JORDAN 1/2 CARTA BLANCO 80GR,85,48,47.97,STOCK,LIBRERÍA                                
Santiago                 ,B03,2241001                        ,PAPEL FOTOCOPIA EQUALIT CARTA 500HJ,2337,2746,2890,STOCK,PAPELES OFICINA                         
Santiago                 ,B03,3002076                        ,CARP ADIX OFICIO 20 FUNDA NEGRA,13,1313,1313,STOCK,LIBRERÍA                                
Santiago                 ,B03,3002457                        ,CLIP ADIX 33MM METAL PLASTIFICADO 100 UN,1,83,0,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,3005163                        ,LA.BO.PILOT FRIXION BALL 0.7 BORRABLE AZUL,24,1681.2916,1682,STOCK,LIBRERÍA                                
Santiago                 ,B03,1110256                        ,PEG HENKEL COLA FRIA ESCOLAR 1KG,11,3989,3989,STOCK,LIBRERÍA                                
Santiago                 ,B03,1111008                        ,PEG AGOREX TRANSPARENTE 20CC,28,1161,2123,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1115072                        ,PAPEL VOLANTIN WEROLA CAFÉ (CHOCOLATE),96,26,59.76,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300034                        ,"VIRGINIA, CERA LIQUIDA INCOLORA 900ML",10,1090,1520,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300226                        ,ALCOHOL GEL SIMONDS 70% 360 ML C/DOSIFICADOR,36,3000,1686,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300676                        ,SABANILLA PROTECTOR CAMA COTIDIAN 90X60 8UN,42,4887,4887,STOCK,ASEO                                    
Santiago                 ,B03,1300914                        ,ALGODÓN PRENSADO 250 GR,134,2059,0,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301057                        ,CERA LIQUIDA TREMEX INCOLORA 900CC,10,1399,1399,STOCK,ASEO                                    
Santiago                 ,B03,1301139                        ,"SERVILLETA TORK COKTAIL 22*23,5 CM 200UN",6,820,820,STOCK,ASEO                                    
Santiago                 ,B03,1301159                        ,DESENGRASANTE TREMEX ORGANIC GATILLO 500ML,116,1359,1359,STOCK,ASEO                                    
Santiago                 ,B03,1301435                        ,CLORO CONCENTRADO IMPEKE FORTE 1KG,27,645,645,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301504                        ,VASO POLIPAPEL 180CC 50UN,15,1412,1412,STOCK,ASEO                                    
Santiago                 ,B03,1301543                        ,DESODORANTE AMB GLADE ACEITE NAT MANZ APARA,15,3550,3550,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301662                        ,VASO POLIPAPEL KRAFT 240CC 50UN,8,1356,1356,DE SALIDA,ASEO                                    
Santiago                 ,B03,1800365                        ,(OPALINA HILADA DIAZOL OFICIO 200GR MILKY),2,71,63.2,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,1800389                        ,ESPIRAL DIAZOL 29MM NEGRO DOM,300,191,195.6,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,1802617                        ,POST-IT 3M R-330 POP-UP AMARILLO GREENER 12UN,23,14394,14394,BLOQUEO-L,LIBRERÍA                                
Santiago                 ,B03,1804325                        ,CINTA AISLADORA 3M 18X20MT NEGRA,16,1129,1129,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,2220189                        ,"TIJERA TORRE ESCOLAR ZURDOS 5"" 12,8CM",5,690,690,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2221575                        ,CORCHETE TORRE 26/6 5000UN,873,495,495,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223008                        ,C.COLLEGE TORRE LISO CAL/HORIZONTAL 100HJ,26,750,750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2225476                        ,PAPEL ENVOLVER DELGADO PLIEGO 80X100CM,2073,50,50.27,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226400                        ,PERFORADOR TORRE 8 NEGRO,25,4325,4325,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226585                        ,LIBRO ASISTENCIA AUCA 50HJ,13,1420,1420,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226638                        ,LIBRO ASISTENCIA AUCA 100HJ,115,2110,2110,STOCK,LIBRERÍA                                
Santiago                 ,B03,2228013                        ,SOBRE JORDAN SACO 1/1 OFICIO KRAFT 70GR,1871,61.91,61.91,STOCK,LIBRERÍA                                
Santiago                 ,B03,2701000                        ,CALCULADORA CASIO FC-100 FINANCIERA,10,20050,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3000071                        ,TIJERA ADIX MANGO ROJO P/ZURDOS 12CM,365,214,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3003649                        ,LA.BO.PILOT BPS 0.7 AZUL,11,648,648,STOCK,LIBRERÍA                                
Santiago                 ,B03,3003883                        ,LA.ROLLER PILOT HI-TECPOINT V7 ROJO,21,1209,1436,STOCK,LIBRERÍA                                
Santiago                 ,B03,3005574                        ,LA.BO.PILOT FRIXION BALL 0.7 BORRABLE ROSADO,12,1513,1682,STOCK,LIBRERÍA                                
Santiago                 ,B03,3205303                        ,PAPEL CREPE WEROLA 50X250CM ROJO,68,255,407.52,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,3501029                        ,MARCADOR ARTLINE PIZARRA 5100A P/REDON NEGRO,81,1442,1442,STOCK,LIBRERÍA                                
Santiago                 ,B03,3504781                        ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA AZUL,91,846,846,STOCK,LIBRERÍA                                
Santiago                 ,B03,3802390                        ,SEPARADOR BANGRAFICA CARTA BLANCO 6DIV,205,370,370,STOCK,LIBRERÍA                                
Santiago                 ,B03,3804032                        ,LOMO BANGRAFICA ANCHO AZUL,16,483,483,STOCK,LIBRERÍA                                
Santiago                 ,B03,1112051                        ,PAPEL VOLANTIN WEROLA AMARILLO,199,79,59.76,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1115050                        ,PALO HELADO PROARTE MADERA DELGADO 50UN,232,261,261,STOCK,LIBRERÍA                                
Santiago                 ,B03,1120216                        ,PORTA LAPIZ SELLOFFICE JS801 METALICO REDONDO,11,1286,1286,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,1300293                        ,PAÑO MULTIUSO VIRUTEX ULTRA PRO 38X38 3UND,82,932,932,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300542                        ,TRAPERO VIRUTEX CONVENIENTE 50X40,154,771,771,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300615                        ,BOLSA BASURA VIRUTEX AMARILLA 70X90 ROLL 10UN,12,780,839,DESCONTINU,ASEO                                    
Santiago                 ,B03,1300645                        ,LIMPIADOR DESINFECTANTE VIRUTEX LAVANDA 900 ML,35,770,770,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1300647                        ,LIMPIADOR DESINFECTANTE VIRUTEX CÍTRICO 900 ML,7,770,770,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301006                        ,DESODORANTE AMB GLADE AUTONUEVO SPORT 7ML,5,3651,3651,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301070                        ,ANTIGRASA TREMEX AROMA NARANJA 5LTS,21,4711,4711,STOCK,ASEO                                    
Santiago                 ,B03,1301071                        ,CERA LÍQUIDA TREMEX AUTOBRILLO ROJA 900CC,70,1399,1399,STOCK,ASEO                                    
Santiago                 ,B03,1301087                        ,LIMPIADOR PISO FLOTANTE TREMEX 900CC,121,1359,1359,STOCK,ASEO                                    
Santiago                 ,B03,1301193                        ,REMOVEDOR DE ABRILLANTADOR TREMEX 5LT,4,6898,6898,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301286                        ,DESODORANTE AMB GLADE LIMÓN 360 CC,17,1684,1684,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301300                        ,JABON ELITE MULTIFLEX ESPUMA 1LT,4,4139,4139,DESCONTINU,ASEO                                    
Santiago                 ,B03,1301342                        ,LIMPIA PISOS DOÑA FRESIA FLORAL 5LT,18,2035,2035,STOCK,ASEO                                    
Santiago                 ,B03,1301344                        ,DETERGENTE DOÑA FRESIA CONVENIENTE AZUL 5LT,16,1900,1900,STOCK,ASEO                                    
Santiago                 ,B03,1301381                        ,ESCOBILLÓN CLORINDA MULTIUSO MEDIANO DTT,8,2200,2200,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301436                        ,LIMPIADOR DE PISO IMPEKE LAVANDA 900ML,122,595,595,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301462                        ,JABÓN SIMONDS GLICERINA HYGIENIC 500 ML,49,1360,1360,STOCK,ASEO                                    
Santiago                 ,B03,1301507                        ,TRAPERO VIRUTEX PAÑO MICROFIBRA P/PISO 50X60,68,2359,2359,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301591                        ,LAVALOZA VIRUTEX HIGIENIZANTE 500ML,100,801,801,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301593                        ,LIMPIADOR ANTISARRO BAÑO VIRUTEX BAMB 500ML,4,1963,1402,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301644                        ,CREMA DERMOCREAM SIMONDS HIDRATANTE UREA 400,10,2910,0,STOCK,ASEO                                    
Santiago                 ,B03,1805364                        ,(ANILLO PLASTICO DIAZOL 20MM NEGRO),420,32,0,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,2000858                        ,CARP RHEIN COLGANTE S/CLASS AZUL,37,454,534.6,DESCONTINU,LIBRERÍA                                
Santiago                 ,B03,2221221                        ,TURNO MATIC ROLLO BOLETO ENUMERADO AMARILLO,27,1750,1750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2221628                        ,CORCHETE TORRE Nº10 1000UN,7,160,160,STOCK,LIBRERÍA                                
Santiago                 ,B03,2222515                        ,CARPETA BUHO CON ELASTICO AZUL OSCURO,120,680,680,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223060                        ,C.U. TORRE CLASICO COLOR 7MM 100HJ,90,1155,1155,STOCK,LIBRERÍA                                
Santiago                 ,B03,2223700                        ,CARPETA TORRE PAPEL GAMUZINA 12PL/12COL,10,895,940,STOCK,LIBRERÍA                                
Santiago                 ,B03,2226253                        ,C.COLLEGE TORRE LISO COMPOSICION 100HJ,109,750,750,STOCK,LIBRERÍA                                
Santiago                 ,B03,2228010                        ,SOBRE JORDAN 1/2 OFICIO BLANCO 80GR,1030,48,47.58,STOCK,LIBRERÍA                                
Santiago                 ,B03,2228111                        ,SOBRE JORDAN SACO 13X19 KRAFT 70GR,30611,25.18,25.18,STOCK,LIBRERÍA                                
Santiago                 ,B03,2245326                        ,PAPEL FOTOCOPIA EQUALIT A4 500HJ,100,2985,2985,STOCK,PAPELES OFICINA                         
Santiago                 ,B03,1110075                        ,PEGAMENTO HENKEL BARRA STICK 40 GR.,62,1121.152,1121,STOCK,LIBRERÍA                                
Santiago                 ,B03,1300064                        ,LAVALOZAS VIRGINIA 5LT,3,5711,5828,STOCK,ASEO                                    
Santiago                 ,B03,1300078                        ,BOTIQUIN DURABLE 2 COMPARTIMENTOS CON INSUMO,1,55700,83900,A PEDIDO,ASEO                                    
Santiago                 ,B03,1300151                        ,JABÓN LÍQUIDO ELITE MULTIFLEX GLICERINA 1 LT,65,3333,3300,STOCK,ASEO                                    
Santiago                 ,B03,1300398                        ,"BOLSA PREPICADA VANNI ROLLO 25MIC 50X70 4,5KG",15,11954,3272.6,DE SALIDA,ASEO                                    
Santiago                 ,B03,1300785                        ,FILTRO SOLAR RAYTAN SPF 50+ 340ML,12,3962,4686,QUIEBRE-C,ASEO                                    
Santiago                 ,B03,1300799                        ,CLORO IMPEKE 2LT,22,881,881,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301049                        ,CERA LÍQUIDA TREMEX AUTOBRILLO ROJA 5LT,11,5759,5759,STOCK,ASEO                                    
Santiago                 ,B03,1301149                        ,BOLSA BASURA VTX BIOROLLO 80X120 10U,424,1094,1094,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301154                        ,CLORO BLANQUEADOR TREMEX ROPA A COLOR 1 LITRO,22,878,878,STOCK,ASEO                                    
Santiago                 ,B03,1301339                        ,PAPELERO SANREMO C/PEDAL BEIGE 36 LT,9,9540,9540,STOCK,ASEO                                    
Santiago                 ,B03,1301352                        ,TOALLA DE PAPEL TORK AUTOCORTE H/S 310M 2UN,10,15168,15168,STOCK,ASEO                                    
Santiago                 ,B03,1301389                        ,ESCOBILLA WC SCOTCH BRITE S/BASE,2,990,990,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301401                        ,TOALLA DE PAPEL ELITE JUMBO 2 ROLLOS 250M,167,5600,5600,STOCK,ASEO                                    
Santiago                 ,B03,1301534                        ,PAPEL HIGIENICO REGIO D/H 50M 4UN,1,1042,1042,A PEDIDO,ASEO                                    
Santiago                 ,B03,1301552                        ,DESODORANTE AMB GLADE AUTO LAV/VAINI APARA,17,7644,7644,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301588                        ,ANTIGRASA VIRUTEX BIODEGRADABLE BAMBU 500ML,12,849,849,DE SALIDA,ASEO                                    
Santiago                 ,B03,1301687                        ,BOLSA BASURA VTIRUTEX ECO ROLLO 50X55 20U,229,518,716,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,1301702                        ,TOALLA DE PAPEL INTER TORK D/H 200M,240,1510,0,STOCK,ASEO                                    
